drug_concept_id,drug_concept_name,vocabulary_id,concept_class_id,drug_concept_code,drug_class_name
992644,Chlorothiazide 250 MG / Reserpine 0.125 MG Oral Tablet,RxNorm,Clinical Drug,237192,Diuretics
19096771,Enalapril 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,RxNorm,Clinical Drug,349449,Diuretics
19135748,Diltiazem Hydrochloride 150 MG / Hydrochlorothiazide 12.5 MG Extended Release Oral Capsule,RxNorm,Clinical Drug,849871,Diuretics
19061980,Hydrochlorothiazide 50 MG / Potassium Chloride 300 MG Oral Tablet,RxNorm,Clinical Drug,250040,Diuretics
19106539,Captopril 12.5 MG / Hydrochlorothiazide 25 MG Oral Tablet,RxNorm,Clinical Drug,428813,Diuretics
19078166,Hydrochlorothiazide 50 MG / Triamterene 75 MG Oral Tablet,RxNorm,Clinical Drug,310818,Diuretics
904549,Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Capsule,RxNorm,Clinical Drug,198316,Diuretics
19003606,Bendroflumethiazide 2.5 MG / Potassium 8.4 MMOL Extended Release Oral Tablet,RxNorm,Clinical Drug,104267,Diuretics
19027629,Trichlormethiazide 2 MG Oral Tablet,RxNorm,Clinical Drug,204515,Diuretics
40163757,Fosinopril Sodium 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,RxNorm,Clinical Drug,857174,Diuretics
974192,Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet,RxNorm,Clinical Drug,197439,Diuretics
19107539,Bendroflumethiazide 100 MG / Spironolactone 5 MG Oral Tablet,RxNorm,Clinical Drug,432663,Diuretics
19124247,Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet,RxNorm,Clinical Drug,636045,Diuretics
19107112,Bendroflumethiazide 2.5 MG / Papaverine 20 MG / Rauwolfia serpentina (USP) 0.5 MG Oral Tablet,RxNorm,Clinical Drug,430496,Diuretics
19078137,Hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet,RxNorm,Clinical Drug,310809,Diuretics
19102493,Hydrochlorothiazide 25 MG / Olmesartan medoxomil 40 MG Oral Tablet,RxNorm,Clinical Drug,403855,Diuretics
19019157,Hydrochlorothiazide 25 MG / Methyldopa 250 MG Oral Tablet,RxNorm,Clinical Drug,197960,Diuretics
19073985,Bendroflumethiazide 5 MG Extended Release Oral Tablet,RxNorm,Clinical Drug,308617,Diuretics
19106534,Enalapril 20 MG / Hydrochlorothiazide 6 MG Oral Tablet,RxNorm,Clinical Drug,428808,Diuretics
19061885,Bendroflumethiazide 2.5 MG / Propranolol 80 MG Oral Tablet,RxNorm,Clinical Drug,249850,Diuretics
1376291,Hydroflumethiazide 25 MG / Reserpine 0.125 MG Oral Tablet,RxNorm,Clinical Drug,197789,Diuretics
19107614,Hydrochlorothiazide 25 MG / Triamterene 50 MG / Verapamil 160 MG Oral Tablet,RxNorm,Clinical Drug,432769,Diuretics
19106269,Amiloride 2.5 MG / Hydrochlorothiazide 25 MG / Methyldopa 250 MG Oral Tablet,RxNorm,Clinical Drug,427704,Diuretics
40177821,Amiloride Hydrochloride 2.5 MG / Hydrochlorothiazide 25 MG / Timolol Maleate 10 MG Oral Tablet,RxNorm,Clinical Drug,977949,Diuretics
974199,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet,RxNorm,Clinical Drug,197885,Diuretics
974473,Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,RxNorm,Clinical Drug,283316,Diuretics
40232339,aliskiren 300 MG / Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,RxNorm,Clinical Drug,1050809,Diuretics
40165785,Enalapril Maleate 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,RxNorm,Clinical Drug,858824,Diuretics
40163118,Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 120 MG Extended Release Oral Capsule,RxNorm,Clinical Drug,856393,Diuretics
40177822,Amiloride Hydrochloride 2.5 MG / Hydrochlorothiazide 25 MG Oral Tablet,RxNorm,Clinical Drug,977950,Diuretics
19029062,Chlorothiazide 150 MG / Methyldopa 250 MG Oral Tablet,RxNorm,Clinical Drug,205332,Diuretics
19019044,Hydrochlorothiazide 50 MG Oral Tablet,RxNorm,Clinical Drug,197770,Diuretics
19131518,candesartan cilexetil 32 MG / Hydrochlorothiazide 25 MG Oral Tablet,RxNorm,Clinical Drug,802749,Diuretics
40163115,Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 80 MG Oral Tablet,RxNorm,Clinical Drug,856429,Diuretics
19078165,Hydrochlorothiazide 50 MG / Triamterene 75 MG Oral Capsule,RxNorm,Clinical Drug,310817,Diuretics
40224172,Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet,RxNorm,Clinical Drug,999967,Diuretics
19022486,Hydrochlorothiazide 12.5 MG Oral Capsule,RxNorm,Clinical Drug,199903,Diuretics
19107180,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet,RxNorm,Clinical Drug,430636,Diuretics
19080037,Hydrochlorothiazide 25 MG / Triamterene 50 MG Oral Tablet,RxNorm,Clinical Drug,314029,Diuretics
40174821,Hydralazine Hydrochloride 50 MG / Hydrochlorothiazide 50 MG Oral Tablet,RxNorm,Clinical Drug,966613,Diuretics
19106768,Hydrochlorothiazide 12.5 MG Oral Tablet,RxNorm,Clinical Drug,429503,Diuretics
40171665,Benazepril hydrochloride 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,RxNorm,Clinical Drug,898367,Diuretics
40224166,Amlodipine 10 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG Oral Tablet,RxNorm,Clinical Drug,999986,Diuretics
40226378,aliskiren 150 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,RxNorm,Clinical Drug,1011710,Diuretics
19102492,Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG Oral Tablet,RxNorm,Clinical Drug,403854,Diuretics
40162875,Bisoprolol Fumarate 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,RxNorm,Clinical Drug,854919,Diuretics
19107596,Amiloride 2 MG / Trichlormethiazide 2 MG Oral Tablet,RxNorm,Clinical Drug,432742,Diuretics
974169,Captopril 25 MG / Hydrochlorothiazide 15 MG Oral Tablet,RxNorm,Clinical Drug,197436,Diuretics
19062610,Hydroflumethiazide 50 MG / Spironolactone 50 MG Oral Tablet,RxNorm,Clinical Drug,250377,Diuretics
19003737,Hydrochlorothiazide 25 MG / Sotalol 160 MG Oral Tablet,RxNorm,Clinical Drug,104338,Diuretics
42800850,Hydrochlorothiazide 25 MG / Moexipril hydrochloride 15 MG Oral Tablet,RxNorm,Clinical Drug,1299890,Diuretics
974201,Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet,RxNorm,Clinical Drug,197887,Diuretics
974884,Amlodipine 5 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,RxNorm,Clinical Drug,848145,Diuretics
40163124,Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 80 MG Extended Release Oral Capsule,RxNorm,Clinical Drug,856417,Diuretics
992614,Chlorothiazide 250 MG / Methyldopa 250 MG Oral Tablet,RxNorm,Clinical Drug,197959,Diuretics
974193,deserpidine 0.125 MG / Hydrochlorothiazide 50 MG Oral Tablet,RxNorm,Clinical Drug,197562,Diuretics
40174819,Hydralazine Hydrochloride 50 MG / Hydrochlorothiazide 50 MG Oral Capsule,RxNorm,Clinical Drug,905217,Diuretics
19003828,Captopril 25 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,RxNorm,Clinical Drug,104370,Diuretics
974225,Hydrochlorothiazide 15 MG / Methyldopa 250 MG Oral Tablet,RxNorm,Clinical Drug,197963,Diuretics
19019046,Hydroflumethiazide 50 MG / Reserpine 0.125 MG Oral Tablet,RxNorm,Clinical Drug,197790,Diuretics
40174803,Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG Oral Tablet,RxNorm,Clinical Drug,966574,Diuretics
974643,eprosartan 600 MG / Hydrochlorothiazide 25 MG Oral Tablet,RxNorm,Clinical Drug,351293,Diuretics
40162871,Bisoprolol Fumarate 2.5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,RxNorm,Clinical Drug,854916,Diuretics
19023453,Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet,RxNorm,Clinical Drug,200284,Diuretics
19135441,Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,RxNorm,Clinical Drug,848140,Diuretics
19078138,Hydrochlorothiazide 25 MG / Reserpine 0.1 MG Oral Tablet,RxNorm,Clinical Drug,310810,Diuretics
974194,deserpidine 0.125 MG / Hydrochlorothiazide 25 MG Oral Tablet,RxNorm,Clinical Drug,197563,Diuretics
19103824,Hydrochlorothiazide 12.5 MG / Verapamil 240 MG Extended Release Oral Capsule,RxNorm,Clinical Drug,411821,Diuretics
974886,Amlodipine 10 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,RxNorm,Clinical Drug,848151,Diuretics
1316355,Bendroflumethiazide 10 MG Oral Tablet,RxNorm,Clinical Drug,197393,Diuretics
19106549,Polythiazide 0.5 MG / Prazosin 1 MG Oral Tablet,RxNorm,Clinical Drug,428868,Diuretics
40174769,Hydralazine Hydrochloride 100 MG / Hydrochlorothiazide 50 MG Oral Capsule,RxNorm,Clinical Drug,905203,Diuretics
19106363,cyclothiazide 3 MG / Triamterene 150 MG Oral Tablet,RxNorm,Clinical Drug,428292,Diuretics
40177819,Amiloride Hydrochloride 2.5 MG / Cyclopenthiazide 0.25 MG Oral Tablet,RxNorm,Clinical Drug,977907,Diuretics
974428,Hydrochlorothiazide 50 MG / Reserpine 0.2 MG Oral Tablet,RxNorm,Clinical Drug,245282,Diuretics
40167090,Hydrochlorothiazide 25 MG / Metoprolol Tartrate 200 MG Extended Release Oral Tablet,RxNorm,Clinical Drug,866846,Diuretics
40232333,aliskiren 300 MG / Amlodipine 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,RxNorm,Clinical Drug,1050803,Diuretics
19121339,candesartan cilexetil 32 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,RxNorm,Clinical Drug,578330,Diuretics
40232336,aliskiren 300 MG / Amlodipine 10 MG / Hydrochlorothiazide 25 MG Oral Tablet,RxNorm,Clinical Drug,1050806,Diuretics
40167087,Hydrochlorothiazide 25 MG / Metoprolol Tartrate 100 MG Oral Tablet,RxNorm,Clinical Drug,866479,Diuretics
19062341,Cyclopenthiazide 0.25 MG / Oxprenolol 160 MG Oral Tablet,RxNorm,Clinical Drug,250226,Diuretics
974677,Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet,RxNorm,Clinical Drug,485471,Diuretics
992612,Chlorothiazide 500 MG Oral Tablet,RxNorm,Clinical Drug,197476,Diuretics
40226397,aliskiren 300 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,RxNorm,Clinical Drug,1011750,Diuretics
974198,Hydrochlorothiazide 50 MG / Reserpine 0.125 MG Oral Tablet,RxNorm,Clinical Drug,197771,Diuretics
40226400,aliskiren 300 MG / Hydrochlorothiazide 25 MG Oral Tablet,RxNorm,Clinical Drug,1011753,Diuretics
948818,Polythiazide 0.5 MG / Prazosin 5 MG Oral Capsule,RxNorm,Clinical Drug,312483,Diuretics
974860,Amlodipine 10 MG / Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet,RxNorm,Clinical Drug,848135,Diuretics
40167121,Hydrochlorothiazide 12.5 MG / metoprolol succinate 25 MG Extended Release Oral Tablet,RxNorm,Clinical Drug,866465,Diuretics
19106625,Hydrochlorothiazide 10 MG / Reserpine 0.25 MG Oral Tablet,RxNorm,Clinical Drug,429154,Diuretics
19106648,Hydrochlorothiazide 100 MG / Spironolactone 50 MG Oral Tablet,RxNorm,Clinical Drug,429195,Diuretics
974196,Hydrochlorothiazide 100 MG Oral Tablet,RxNorm,Clinical Drug,197769,Diuretics
19076046,cyclothiazide 2 MG Oral Tablet,RxNorm,Clinical Drug,309633,Diuretics
40167124,Hydrochlorothiazide 12.5 MG / metoprolol succinate 50 MG Extended Release Oral Tablet,RxNorm,Clinical Drug,866476,Diuretics
904547,Hydrochlorothiazide 25 MG / Triamterene 50 MG Oral Capsule,RxNorm,Clinical Drug,198314,Diuretics
19063044,Bendroflumethiazide 5 MG / Propranolol 160 MG Oral Tablet,RxNorm,Clinical Drug,250538,Diuretics
974702,candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,RxNorm,Clinical Drug,578325,Diuretics
974858,Amlodipine 10 MG / Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,RxNorm,Clinical Drug,848131,Diuretics
40169648,Hydrochlorothiazide 25 MG / Labetalol hydrochloride 100 MG Oral Tablet,RxNorm,Clinical Drug,896974,Diuretics
19078080,Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,RxNorm,Clinical Drug,310792,Diuretics
19107538,Bendroflumethiazide 50 MG / Spironolactone 2.5 MG Oral Tablet,RxNorm,Clinical Drug,432662,Diuretics
19078104,Hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet,RxNorm,Clinical Drug,310796,Diuretics
40232330,aliskiren 150 MG / Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,RxNorm,Clinical Drug,1050798,Diuretics
19108129,Hydrochlorothiazide 12.5 MG / Metoprolol 100 MG Extended Release Oral Tablet,RxNorm,Clinical Drug,434380,Diuretics
19106538,Captopril 25 MG / Hydrochlorothiazide 50 MG Oral Tablet,RxNorm,Clinical Drug,428812,Diuretics
19019231,Bendroflumethiazide 5 MG / Nadolol 40 MG Oral Tablet,RxNorm,Clinical Drug,198000,Diuretics
19107669,Amiloride 5 MG / Hydrochlorothiazide 50 MG / Timolol 20 MG Oral Tablet,RxNorm,Clinical Drug,432897,Diuretics
19016929,Atenolol 25 MG / Bendroflumethiazide 1.25 MG Oral Capsule,RxNorm,Clinical Drug,153155,Diuretics
40177826,Amiloride Hydrochloride 5 MG / Hydrochlorothiazide 50 MG Oral Tablet,RxNorm,Clinical Drug,977883,Diuretics
19019933,Reserpine 0.1 MG / Trichlormethiazide 2 MG Oral Tablet,RxNorm,Clinical Drug,198320,Diuretics
19064241,Hydrochlorothiazide 25 MG / Reserpine 0.25 MG Oral Tablet,RxNorm,Clinical Drug,251055,Diuretics
19107339,Bendroflumethiazide 2.5 MG / Potassium Chloride 573 MG Extended Release Oral Tablet,RxNorm,Clinical Drug,431741,Diuretics
19075873,Cryptenamine 2 MG / Methyclothiazide 2.5 MG Oral Tablet,RxNorm,Clinical Drug,309553,Diuretics
40163112,Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 40 MG Oral Tablet,RxNorm,Clinical Drug,856422,Diuretics
948816,Polythiazide 0.5 MG / Prazosin 1 MG Oral Capsule,RxNorm,Clinical Drug,312481,Diuretics
19010016,Cyclopenthiazide 0.5 MG Oral Tablet,RxNorm,Clinical Drug,199718,Diuretics
19073986,Bendroflumethiazide 5 MG / Potassium Chloride 6.7 MEQ Delayed Release Oral Tablet,RxNorm,Clinical Drug,308618,Diuretics
19109018,Bisoprolol 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,RxNorm,Clinical Drug,437986,Diuretics
19019668,Polythiazide 1 MG Oral Tablet,RxNorm,Clinical Drug,198110,Diuretics
974195,deserpidine 0.25 MG / Hydrochlorothiazide 25 MG Oral Tablet,RxNorm,Clinical Drug,197564,Diuretics
19102491,Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet,RxNorm,Clinical Drug,403853,Diuretics
19107338,Bendroflumethiazide 2.5 MG / Potassium Chloride 630 MG Extended Release Oral Tablet,RxNorm,Clinical Drug,431740,Diuretics
19078139,Hydrochlorothiazide 25 MG / Timolol 10 MG Oral Tablet,RxNorm,Clinical Drug,310811,Diuretics
19080032,Hydrochlorothiazide 100 MG/ML Oral Solution,RxNorm,Clinical Drug,314020,Diuretics
1316359,Bendroflumethiazide 2.5 MG / Potassium Chloride 500 MG Oral Tablet,RxNorm,Clinical Drug,242961,Diuretics
992613,Chlorothiazide 500 MG / Reserpine 0.125 MG Oral Tablet,RxNorm,Clinical Drug,197477,Diuretics
19107491,Amiloride 5 MG / Bendroflumethiazide 2.5 MG Oral Tablet,RxNorm,Clinical Drug,432599,Diuretics
1376290,Hydroflumethiazide 50 MG Oral Tablet,RxNorm,Clinical Drug,197788,Diuretics
19003738,Hydrochlorothiazide 12.5 MG / Sotalol 80 MG Oral Tablet,RxNorm,Clinical Drug,104340,Diuretics
19078140,Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Tablet,RxNorm,Clinical Drug,310812,Diuretics
40162766,Bendroflumethiazide 2.5 MG / Propranolol Hydrochloride 80 MG Oral Capsule,RxNorm,Clinical Drug,856615,Diuretics
19080010,Hydrochlorothiazide 50 MG / Reserpine 0.1 MG Oral Tablet,RxNorm,Clinical Drug,314018,Diuretics
19062385,Chlorothiazide 250 MG / Reserpine 0.125 MG [Diupres],RxNorm,Branded Drug Comp,573392,Diuretics
19053108,Chlorothiazide 250 MG / Methyldopa 250 MG [Aldoclor],RxNorm,Branded Drug Comp,573386,Diuretics
40174795,Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG [Marpres],RxNorm,Branded Drug Comp,905400,Diuretics
19078353,Hydrochlorothiazide 25 MG / Lisinopril 20 MG [Prinzide],RxNorm,Branded Drug Comp,568696,Diuretics
19053106,Chlorothiazide 150 MG / Methyldopa 250 MG [Aldoclor],RxNorm,Branded Drug Comp,573376,Diuretics
40174799,Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG [Serpex],RxNorm,Branded Drug Comp,905406,Diuretics
19132619,Hydrochlorothiazide 25 MG / valsartan 320 MG [Diovan HCT],RxNorm,Branded Drug Comp,809028,Diuretics
40232335,aliskiren 300 MG / Amlodipine 10 MG / Hydrochlorothiazide 12.5 MG [Amturnide],RxNorm,Branded Drug Comp,1050804,Diuretics
40232341,aliskiren 300 MG / Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG [Amturnide],RxNorm,Branded Drug Comp,1050810,Diuretics
19057855,Captopril 25 MG / Hydrochlorothiazide 25 MG [Capozide],RxNorm,Branded Drug Comp,571543,Diuretics
19057857,Captopril 50 MG / Hydrochlorothiazide 15 MG [Capozide],RxNorm,Branded Drug Comp,571546,Diuretics
40178452,Bendroflumethiazide 10 MG [Naturetin],RxNorm,Branded Drug Comp,991209,Diuretics
19059722,Bendroflumethiazide 5 MG / Nadolol 80 MG [Corzide],RxNorm,Branded Drug Comp,568759,Diuretics
19078351,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG [Prinzide],RxNorm,Branded Drug Comp,568692,Diuretics
19075944,deserpidine 0.25 MG / Hydrochlorothiazide 25 MG [Oreticyl],RxNorm,Branded Drug Comp,566384,Diuretics
40165760,Enalapril Maleate 10 MG / Hydrochlorothiazide 25 MG [Vaseretic],RxNorm,Branded Drug Comp,858829,Diuretics
19069124,Hydrochlorothiazide 25 MG / Reserpine 0.125 MG [Hydroserp],RxNorm,Branded Drug Comp,568814,Diuretics
40177828,Amiloride Hydrochloride 5 MG / Hydrochlorothiazide 50 MG [Moduretic],RxNorm,Branded Drug Comp,977884,Diuretics
19048172,Amlodipine 5 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG [Exforge HCT],RxNorm,Branded Drug Comp,848147,Diuretics
19057853,Captopril 25 MG / Hydrochlorothiazide 15 MG [Capozide],RxNorm,Branded Drug Comp,571527,Diuretics
19132831,Hydrochlorothiazide 12.5 MG / quinapril 10 MG [Accuretic],RxNorm,Branded Drug Comp,809852,Diuretics
19065802,Bendroflumethiazide 4 MG / Rauwolfia serpentina (USP) 50 MG [Flumezide],RxNorm,Branded Drug Comp,568793,Diuretics
19132613,Hydrochlorothiazide 12.5 MG / valsartan 160 MG [Diovan HCT],RxNorm,Branded Drug Comp,809016,Diuretics
19069037,Hydrochlorothiazide 25 MG / Reserpine 0.125 MG [Hydro-Reserp],RxNorm,Branded Drug Comp,568812,Diuretics
40171670,Benazepril hydrochloride 20 MG / Hydrochlorothiazide 25 MG [Lotensin HCT],RxNorm,Branded Drug Comp,898374,Diuretics
19031850,Hydrochlorothiazide 50 MG [Aquazide H],RxNorm,Branded Drug Comp,575376,Diuretics
19121017,eprosartan 600 MG / Hydrochlorothiazide 25 MG [Teveten HCT],RxNorm,Branded Drug Comp,576025,Diuretics
40184214,Hydrochlorothiazide 12.5 MG / quinapril 10 MG [Quinaretic],RxNorm,Branded Drug Comp,991547,Diuretics
43013685,Hydrochlorothiazide 12.5 MG / metoprolol succinate 50 MG [Dutoprol],RxNorm,Branded Drug Comp,1370476,Diuretics
19115265,Hydrochlorothiazide 25 MG / Triamterene 37.5 MG [Maxzide],RxNorm,Branded Drug Comp,562902,Diuretics
19071685,Hydrochlorothiazide 50 MG [Loqua],RxNorm,Branded Drug Comp,568677,Diuretics
40184247,Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG [Hyzaar],RxNorm,Branded Drug Comp,979472,Diuretics
40163120,Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 120 MG [Inderide],RxNorm,Branded Drug Comp,856584,Diuretics
40167096,Hydrochlorothiazide 50 MG / Metoprolol Tartrate 100 MG [Lopressor HCT],RxNorm,Branded Drug Comp,866504,Diuretics
19135232,Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG [Benicar HCT],RxNorm,Branded Drug Comp,847058,Diuretics
19128395,Polythiazide 0.5 MG / Prazosin 1 MG [Minizide],RxNorm,Branded Drug Comp,754810,Diuretics
19118542,Hydrochlorothiazide 25 MG / Spironolactone 25 MG [Aldactazide],RxNorm,Branded Drug Comp,568840,Diuretics
19062414,Chlorothiazide 250 MG [Diuril],RxNorm,Branded Drug Comp,573332,Diuretics
19005704,Hydrochlorothiazide 30 MG / Methyldopa 500 MG [Aldoril],RxNorm,Branded Drug Comp,688646,Diuretics
19117865,deserpidine 0.125 MG / Hydrochlorothiazide 25 MG [Oreticyl],RxNorm,Branded Drug Comp,566380,Diuretics
19132615,Hydrochlorothiazide 25 MG / valsartan 160 MG [Diovan HCT],RxNorm,Branded Drug Comp,809020,Diuretics
19117230,Bendroflumethiazide 5 MG [Berkozide],RxNorm,Branded Drug Comp,565446,Diuretics
19073061,Trichlormethiazide 4 MG [Metahydrin],RxNorm,Branded Drug Comp,569373,Diuretics
40178461,Bendroflumethiazide 5 MG [Naturetin],RxNorm,Branded Drug Comp,991220,Diuretics
19045562,Hydrochlorothiazide 50 MG [Esidrix],RxNorm,Branded Drug Comp,568673,Diuretics
19089074,Trichlormethiazide 2 MG [Naqua],RxNorm,Branded Drug Comp,569371,Diuretics
19117225,Bendroflumethiazide 2.5 MG [Aprinox],RxNorm,Branded Drug Comp,565441,Diuretics
42800847,Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 7.5 MG [Uniretic],RxNorm,Branded Drug Comp,1299872,Diuretics
42800852,Hydrochlorothiazide 25 MG / Moexipril hydrochloride 15 MG [Uniretic],RxNorm,Branded Drug Comp,1299958,Diuretics
40165787,Enalapril Maleate 5 MG / Hydrochlorothiazide 12.5 MG [Vaseretic],RxNorm,Branded Drug Comp,858825,Diuretics
40184190,Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG [Cozaar-Comp],RxNorm,Branded Drug Comp,979496,Diuretics
19087457,Polythiazide 1 MG [Renese],RxNorm,Branded Drug Comp,569379,Diuretics
19117227,Bendroflumethiazide 5 MG [Centyl],RxNorm,Branded Drug Comp,565443,Diuretics
19062387,Chlorothiazide 500 MG / Reserpine 0.125 MG [Diupres],RxNorm,Branded Drug Comp,573393,Diuretics
19118541,Hydrochlorothiazide 50 MG / Reserpine 0.125 MG [Hydroserp],RxNorm,Branded Drug Comp,568820,Diuretics
40163126,Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 80 MG [Inderide],RxNorm,Branded Drug Comp,856594,Diuretics
40171660,Benazepril hydrochloride 10 MG / Hydrochlorothiazide 12.5 MG [Lotensin HCT],RxNorm,Branded Drug Comp,898364,Diuretics
19069032,Hydrochlorothiazide 25 MG [Hydro Par],RxNorm,Branded Drug Comp,568668,Diuretics
40171681,Benazepril hydrochloride 5 MG / Hydrochlorothiazide 6.25 MG [Lotensin HCT],RxNorm,Branded Drug Comp,898380,Diuretics
40227654,Amiloride Hydrochloride 5 MG / Hydrochlorothiazide 50 MG [Zida-Co],RxNorm,Branded Drug Comp,1036819,Diuretics
40174801,Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG [Uni Serp],RxNorm,Branded Drug Comp,905410,Diuretics
19069128,Hydrochlorothiazide 50 MG / Reserpine 0.125 MG [Hydroserpine],RxNorm,Branded Drug Comp,568821,Diuretics
40224174,Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG [Tribenzor],RxNorm,Branded Drug Comp,999969,Diuretics
42800844,Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 15 MG [Uniretic],RxNorm,Branded Drug Comp,1299860,Diuretics
40227651,Amiloride Hydrochloride 2.5 MG / Hydrochlorothiazide 25 MG [Moduret],RxNorm,Branded Drug Comp,1036827,Diuretics
40184278,Hydrochlorothiazide 25 MG / quinapril 20 MG [Quinaretic],RxNorm,Branded Drug Comp,991555,Diuretics
19115794,Bendroflumethiazide 5 MG [Neo-Bendromax],RxNorm,Branded Drug Comp,563548,Diuretics
19065130,Hydrochlorothiazide 50 MG [Ezide],RxNorm,Branded Drug Comp,568674,Diuretics
19131968,candesartan cilexetil 32 MG / Hydrochlorothiazide 25 MG [Atacand HCT],RxNorm,Branded Drug Comp,805853,Diuretics
19005705,Hydrochlorothiazide 50 MG / Methyldopa 500 MG [Aldoril],RxNorm,Branded Drug Comp,688648,Diuretics
43013683,Hydrochlorothiazide 12.5 MG / metoprolol succinate 100 MG [Dutoprol],RxNorm,Branded Drug Comp,1370496,Diuretics
19113098,Hydrochlorothiazide 25 MG / Triamterene 50 MG [Dyazide],RxNorm,Branded Drug Comp,539538,Diuretics
19131972,candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG [Atacand HCT],RxNorm,Branded Drug Comp,805861,Diuretics
19087507,Methyclothiazide 2.5 MG [Enduron],RxNorm,Branded Drug Comp,567883,Diuretics
19117229,Bendroflumethiazide 5 MG [Aprinox],RxNorm,Branded Drug Comp,565445,Diuretics
19133002,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG [Zestoretic],RxNorm,Branded Drug Comp,823980,Diuretics
19046549,Hydroflumethiazide 50 MG [Diucardin],RxNorm,Branded Drug Comp,567379,Diuretics
40226383,aliskiren 150 MG / Hydrochlorothiazide 25 MG [Tekturna HCT],RxNorm,Branded Drug Comp,1011714,Diuretics
40174802,Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG [Unipres],RxNorm,Branded Drug Comp,905412,Diuretics
19075942,deserpidine 0.125 MG / Hydrochlorothiazide 50 MG [Oreticyl],RxNorm,Branded Drug Comp,566382,Diuretics
40224171,Amlodipine 10 MG / Hydrochlorothiazide 25 MG / Olmesartan medoxomil 40 MG [Tribenzor],RxNorm,Branded Drug Comp,999993,Diuretics
40174797,Hydralazine Hydrochloride 25 MG / Hydrochlorothiazide 15 MG / Reserpine 0.1 MG [Serathide],RxNorm,Branded Drug Comp,905402,Diuretics
